Epoch,Training Loss,Training Accuracy,Validation Loss,Validation Accuracy,Train KL Div
58,376895.44192874205,0.44964171974522293,2176317.612109375,0.4396484375,41321211.38853503
59,364156.7685111465,0.46658539012738853,2119792.7287109373,0.415234375,40047799.59235669
60,353893.32275079616,0.47380075636942676,2066210.3958984376,0.390625,38850748.968152866
61,343338.4413316083,0.48325537420382164,2009324.7876953124,0.40107421875,37719047.87261146
62,334372.7825437898,0.49228702229299365,1960627.8712890625,0.3755859375,36639769.32484076
63,323981.18381767516,0.5070660828025477,1914314.9955078126,0.36748046875,35609953.42675159
64,314938.64848726115,0.5178393710191083,1865200.190625,0.3720703125,34621748.94267516
65,306419.70028861467,0.5267466162420382,1818500.9810546874,0.367578125,33671118.152866244
66,298385.4187400478,0.5353552945859873,1780882.392578125,0.36142578125,32764296.203821655
67,291746.6428144904,0.5403562898089171,1736734.721875,0.36142578125,31898226.50955414
68,282266.2272342755,0.5624502388535032,1697410.476953125,0.3560546875,31056316.50955414
69,274479.7817973726,0.5704120222929936,1662876.910546875,0.35048828125,30261337.23566879
70,266784.0424960191,0.582155652866242,1627244.4974609376,0.342578125,29488351.694267515
71,259254.89898487262,0.5958150875796179,1595012.647265625,0.343359375,28745786.25477707
72,253173.57668192676,0.6036524681528662,1560807.047265625,0.338671875,28023522.076433122
73,246250.390625,0.6143511146496815,1533128.8703125,0.33037109375,27350526.789808918
74,238942.79670083598,0.6288813694267515,1500903.620703125,0.33203125,26684282.68789809
75,232931.8555682723,0.6365197054140127,1469733.121484375,0.34306640625,26046671.17197452
76,227023.48442476115,0.6499303343949044,1447495.83125,0.3369140625,25427001.044585988
77,219745.0962629379,0.662047173566879,1419931.622265625,0.32958984375,24837116.853503186
78,215405.90127388536,0.6652567675159236,1396599.86328125,0.3248046875,24257588.66242038
79,209115.5182374602,0.6777219347133758,1370057.27109375,0.3236328125,23715640.560509555
80,204302.8442227309,0.6858578821656051,1343537.3693359375,0.33203125,23182143.617834397
81,198297.56152965763,0.7022044187898089,1327713.637890625,0.31640625,22669170.815286625
82,193363.96039012738,0.7079020700636943,1307267.159765625,0.31806640625,22174792.280254778
83,189165.50258757963,0.7144705414012739,1280661.6884765625,0.3234375,21702910.68789809
84,185535.65164709394,0.7175059713375797,1261021.366015625,0.325390625,21236072.31847134
85,179818.3312848328,0.7343998805732485,1249591.555078125,0.31689453125,20797507.859872613
86,176383.23931379378,0.7347482085987261,1233448.865625,0.31748046875,20376167.477707006
87,173238.18012291004,0.739500398089172,1204649.38046875,0.31826171875,19960467.05732484
88,168637.37446506767,0.7519406847133758,1193141.53515625,0.30029296875,19564268.1910828
89,165570.89594944267,0.7544287420382165,1175175.678125,0.3087890625,19184235.668789808
90,161784.33163316082,0.762390525477707,1159288.48125,0.30986328125,18805458.420382164
91,158127.43203871418,0.7674412818471338,1142789.25078125,0.3107421875,18445224.57324841
92,154504.55965117435,0.7743083200636943,1129294.585546875,0.31083984375,18097510.012738854
93,150649.68042147692,0.7848576831210191,1121987.983984375,0.30029296875,17754324.61146497
94,147857.8952030255,0.7889629777070064,1106238.149609375,0.30654296875,17428757.757961784
95,145185.12161624205,0.7917993630573248,1094330.129296875,0.30166015625,17116264.585987262
96,142400.27256667992,0.7959046576433121,1082635.946484375,0.307421875,16806415.420382164
97,140134.76606041004,0.7985917595541401,1069394.006640625,0.3001953125,16511240.707006369
98,138408.1237186505,0.7986166401273885,1056659.034375,0.302734375,16228865.388535032
99,134736.22886395303,0.8086932722929936,1044844.290625,0.29404296875,15950901.554140128
