Epoch,Training Loss,Training Accuracy,Validation Loss,Validation Accuracy
38,182.3373012116161,0.5382637779552716,252.1420604609236,0.4099090189873418
39,182.61885592427117,0.5390125798722045,252.10058429573155,0.409315664556962
40,182.79087217775776,0.5376148162939297,254.8122458156151,0.4065466772151899
41,182.30184544084932,0.5400359424920128,253.78932672814477,0.40348101265822783
42,182.41261857005355,0.5376647364217252,251.2932022191301,0.41267800632911394
43,182.9328439487055,0.535992412140575,251.8537050078187,0.40971123417721517
44,182.06244900736945,0.5411591453674122,253.65063935291917,0.4104034810126582
45,182.37796712759584,0.5370656948881789,251.30916619602638,0.4071400316455696
46,182.48780459565475,0.5390125798722045,252.85344584984117,0.4041732594936709
47,182.09357055079062,0.5386880990415336,252.39323292502874,0.409315664556962
48,182.52030547510702,0.5393869808306709,253.4225526640687,0.40812895569620256
49,182.1937341415844,0.5383136980830671,252.42717663245864,0.4128757911392405
50,182.3747662919017,0.5392122603833865,251.8436367179774,0.4075356012658228
51,182.08814702628138,0.5385632987220448,253.1703975049755,0.40011867088607594
52,182.5347772665298,0.5366912939297125,252.06557592560972,0.41089794303797467
53,182.45648517547704,0.5381888977635783,253.59399800360958,0.40812895569620256
54,181.800724602355,0.5407348242811502,251.867079264001,0.4107990506329114
55,181.80514321616664,0.5399610623003195,254.02603002137775,0.4053599683544304
56,182.3872768414287,0.5386631389776357,250.75370952751064,0.4044699367088608
57,182.32430045520917,0.5391873003194888,252.26656322237812,0.40763449367088606
58,182.86744560753576,0.536841054313099,254.3510323053674,0.40357990506329117
59,182.00605491175057,0.5406849041533547,254.19139895861662,0.4052610759493671
60,182.46825584435996,0.5382887380191693,253.91716124136238,0.40664556962025317
61,182.23659478818266,0.5385632987220448,252.8517693386802,0.4087223101265823
62,182.79979106184012,0.5366164137380192,252.80093318601197,0.41248022151898733
63,182.6539151127727,0.5387380191693291,253.71430655370784,0.40249208860759494
64,182.52757114495714,0.5393121006389776,252.99846349788618,0.40783227848101267
65,182.0741027003279,0.5387879392971247,251.66920183881928,0.4073378164556962
66,182.11699813014022,0.5396365814696485,251.15101316910756,0.41060126582278483
67,182.17200508970802,0.5394618610223643,253.18174717094325,0.4065466772151899
68,182.43056907288184,0.5363418530351438,253.53687344321722,0.4065466772151899
69,182.11867128317348,0.5382388178913738,251.0883743913868,0.4104034810126582
70,182.45491739583852,0.5378893769968051,252.0352210515662,0.4068433544303797
71,182.17160360805525,0.5390375399361023,254.36092115957527,0.4009098101265823
72,182.40416493278724,0.5383636182108626,252.95024200632602,0.40892009493670883
73,182.46817294477273,0.5383136980830671,253.8256296085406,0.409315664556962
74,182.23421841459916,0.5388628194888179,253.54447174072266,0.4051621835443038
75,182.4971434376872,0.5401857028753994,252.70847817915904,0.40704113924050633
76,182.4860062035509,0.5389376996805112,254.69177866585648,0.4019976265822785
77,182.33081939502264,0.5389876198083067,254.04072377651553,0.40338212025316456
78,182.50765403771933,0.538014177316294,252.01829074907906,0.4017009493670886
79,183.03460885922368,0.5353434504792333,251.84071490130847,0.40763449367088606
80,181.70069951066574,0.5407348242811502,252.645124701005,0.4040743670886076
81,182.4242961749482,0.5377146565495208,254.19129451317124,0.4039754746835443
82,182.1812191070459,0.5386631389776357,253.5930251592322,0.41000791139240506
83,182.06212294215973,0.5391873003194888,252.93258027185368,0.40882120253164556
84,182.323130086588,0.540435303514377,251.65378367749952,0.41208465189873417
85,182.17210061557756,0.5382388178913738,253.82264212113392,0.4074367088607595
86,182.30034693513815,0.5387879392971247,253.47696009768714,0.4026898734177215
87,182.20782612078486,0.5400359424920128,252.98553756520718,0.40704113924050633
88,182.48254033780327,0.5383136980830671,251.7476431689685,0.41119462025316456
89,182.63236302384934,0.5372154552715654,253.54111055784588,0.4029865506329114
90,181.7846157817414,0.5407597843450479,251.25333655635012,0.41149129746835444
91,181.68377495421387,0.5400858626198083,251.97895303557192,0.40822784810126583
92,182.12583350525878,0.5400359424920128,252.0334921003897,0.4041732594936709
93,182.94431936245758,0.5384884185303515,253.29177298726916,0.40664556962025317
94,181.61045325526032,0.540110822683706,253.0881349829179,0.40971123417721517
95,182.14805571339764,0.5402855431309904,253.73599607733232,0.4083267405063291
96,182.372024219257,0.5368160942492013,252.67879720277423,0.4119857594936709
97,182.51502793284652,0.536841054313099,253.18598529960536,0.4118868670886076
98,182.2004668750702,0.5397114616613419,253.24002422863924,0.40249208860759494
99,182.90291914772303,0.5380391373801917,253.34656263906746,0.40941455696202533
