Epoch,Training Loss,Training Accuracy,Validation Loss,Validation Accuracy,Train KL Div
0,1927842.1108975639,0.14758885782747605,11821678.091376582,0.23744066455696203,463457028.2939297
1,1577407.2581619408,0.23132987220447285,10777327.96469541,0.2912381329113924,423150332.3194888
2,1443668.980081869,0.26717252396166136,9801621.187005538,0.33860759493670883,384671327.18210864
3,1319774.042207468,0.2914087460063898,8949484.869363133,0.39497626582278483,351037915.8083067
4,1212450.6161142173,0.3035892571884984,8213929.691554588,0.3987341772151899,321894445.49520767
5,1119314.7450329473,0.3196635383386581,7573620.30508307,0.3915150316455696,296429620.6517572
6,1038391.5986172125,0.32792531948881787,7004493.810719937,0.42454509493670883,274011685.1118211
7,966856.0155251598,0.33336661341853036,6499649.704212816,0.43492879746835444,254053429.1118211
8,902450.5083616214,0.34809305111821087,6048837.526503164,0.427314082278481,236126543.28434506
9,845325.2055960463,0.350189696485623,5638611.902393196,0.44017009493670883,219904348.6773163
10,792983.7907098642,0.3600738817891374,5266789.885779272,0.4248417721518987,205140061.5974441
11,746355.411316893,0.35994908146964855,4924574.243769779,0.4693433544303797,191626763.09265175
12,702800.4656549521,0.3697334265175719,4606660.373912184,0.4842761075949367,179207864.23003194
13,662709.9061002396,0.3734025559105431,4322379.852551424,0.4228639240506329,167763289.8146965
14,626121.8954422923,0.37627296325878595,4050148.4106012657,0.4897151898734177,157184135.46325877
15,592193.9250449281,0.3815894568690096,3806795.5089003164,0.4485759493670886,147393375.028754
16,560506.1380041933,0.38668130990415334,3572385.0064774523,0.48961629746835444,138322249.09904152
17,530931.6514327077,0.39531749201277955,3360977.7818433545,0.4912974683544304,129915928.38338658
18,504027.1650109824,0.39746405750798725,3162302.8954707277,0.5035601265822784,122099010.27476038
19,478950.4716703275,0.3980880591054313,2979384.4712223103,0.510185917721519,114860702.56869009
20,455381.1689796326,0.40764776357827476,2813424.633554193,0.4778481012658228,108135850.68370607
21,433549.176567492,0.41214057507987223,2650600.271706883,0.5239319620253164,101879165.72523962
22,413490.271091254,0.4097444089456869,2501871.849386867,0.5271954113924051,96080994.47923322
23,394631.9985523163,0.4163089057507987,2369802.0287776897,0.5104825949367089,90684373.87859425
24,377108.4809305112,0.4223492412140575,2237437.981012658,0.5290743670886076,85642302.18530351
25,360936.9608126997,0.4212010782747604,2120490.2596420096,0.5280854430379747,80971226.04472843
26,345557.75901058305,0.42948781948881787,2007547.1702927216,0.5360957278481012,76595158.21086262
27,331129.33848342655,0.4326078274760383,1907883.3700553798,0.5318433544303798,72517107.85942492
28,317480.27084165334,0.4418929712460064,1808820.1026008702,0.5401503164556962,68689524.95846646
29,305386.3118759984,0.43939696485623003,1718828.821004747,0.5473694620253164,65115863.19488818
30,293493.2486271965,0.4442392172523962,1633907.7866890824,0.5400514240506329,61752908.7284345
31,282359.6684055511,0.4496305910543131,1553490.3126977847,0.536689082278481,58596309.04792332
32,271971.0462759585,0.45120307507987223,1479004.4141613925,0.5429193037974683,55626686.53035144
33,262183.2729882189,0.45609524760383385,1407077.5288765824,0.5463805379746836,52827822.77316294
34,252985.49925119808,0.4589406948881789,1341302.5469738925,0.5482594936708861,50190252.370607026
35,244006.5105081869,0.46086261980830673,1277963.8932950948,0.5535007911392406,47687226.837060705
36,235680.38198881788,0.46870007987220447,1215868.9093651108,0.5576542721518988,45323616.907348245
37,227496.44943091055,0.4709464856230032,1160812.8108682754,0.5582476265822784,43086262.15974441
38,220047.76220547126,0.4743660143769968,1104759.7271064082,0.5746637658227848,40965557.81469648
39,213133.23255291535,0.477510982428115,1053725.5821301425,0.575751582278481,38950027.50159744
40,206133.5690644968,0.48322683706070285,1005501.7637460442,0.575751582278481,37039485.96805112
41,199498.51243011182,0.4854233226837061,961927.3334651899,0.5657634493670886,35234785.750798725
42,193600.03146216055,0.48537340255591055,914269.9937697785,0.5797072784810127,33515721.80830671
43,187599.8587884385,0.48906749201277955,876896.8035007912,0.5572587025316456,31883015.01597444
44,182032.18782448082,0.49303614217252395,835214.0396558545,0.5820806962025317,30330428.274760384
45,176491.1721870008,0.4980281549520767,798446.562005538,0.5755537974683544,28859304.428115018
46,171276.37417631788,0.5034944089456869,762943.3193730222,0.5737737341772152,27458938.54952077
47,166478.98207867413,0.5079373003194888,730723.1336036392,0.5784216772151899,26139451.303514376
48,161800.7066069289,0.5096595447284346,698216.8494857595,0.5820806962025317,24873501.182108626
49,157499.7934804313,0.510033945686901,666926.1651008703,0.5778283227848101,23682987.14376997
50,153085.1372678714,0.5115565095846646,638498.2061412183,0.576443829113924,22545008.581469648
51,148942.767584365,0.5163238817891374,611263.8681269778,0.5813884493670886,21482382.779552717
52,144971.10428314697,0.5226138178913738,585055.9325059336,0.5885087025316456,20455269.693290737
53,141214.5427316294,0.5258835862619808,560044.5774821994,0.5903876582278481,19499723.444089457
54,137491.90163238818,0.5291283945686901,537965.5878164558,0.5880142405063291,18578288.85623003
55,134251.60978684106,0.5303763977635783,515271.97122231015,0.5844541139240507,17712226.85623003
56,130699.10226138179,0.5357428115015974,495412.4698872627,0.5777294303797469,16890355.07028754
57,127400.436326877,0.5402106629392971,475593.4750791139,0.5912776898734177,16115348.028753994
58,124349.38474690495,0.5431559504792333,457471.5289754747,0.5834651898734177,15383030.293929713
59,121247.79799820288,0.5493710063897763,442504.9964398734,0.5660601265822784,14691006.757188499
60,118584.075391873,0.5504942092651757,423273.8772745253,0.5799050632911392,14031747.648562301
61,115451.2771066294,0.5584564696485623,409246.1116495253,0.5748615506329114,13413808.741214057
62,112872.39348292732,0.5613518370607029,393355.54766613926,0.5846518987341772,12829047.907348244
63,110765.15492711661,0.563548322683706,382461.29173259495,0.5676424050632911,12281671.214057509
64,107777.02997703674,0.5689646565495208,368167.0676918513,0.5713014240506329,11767682.255591054
65,105754.80006988818,0.571785143769968,355225.6738034019,0.5752571202531646,11281647.408945687
66,103608.2668730032,0.5732827476038339,344971.97517800634,0.5643789556962026,10826681.092651756
67,101497.10677915336,0.5791483626198083,332970.7511372627,0.5751582278481012,10398210.396166135
68,99162.37155551118,0.5826178115015974,324200.52872824366,0.5695213607594937,9992065.709265176
69,97132.7296076278,0.588158945686901,315652.6809731013,0.5698180379746836,9620171.444089457
70,94947.97033496406,0.5961711261980831,306728.9789853639,0.5697191455696202,9265998.188498402
71,93015.38825379394,0.5986421725239617,299907.4146558544,0.5661590189873418,8935592.805111822
72,91284.14868710063,0.6031599440894568,291703.8986352848,0.5659612341772152,8627717.092651756
73,89528.50163488419,0.6068041134185304,286295.7887163766,0.5628955696202531,8341379.841853035
74,87829.84729432907,0.6107228434504792,279124.8374703323,0.5667523734177216,8068441.670926518
75,86478.47347993212,0.6109724440894568,271951.8851859177,0.5597310126582279,7819492.734824281
76,84835.86668829872,0.6170876597444089,268878.4315664557,0.5560719936708861,7583186.819488818
77,83059.94770866614,0.621730231629393,263590.2415941456,0.5541930379746836,7362046.643769968
78,81346.56454672523,0.6310652955271565,259113.5921677215,0.5571598101265823,7161001.469648562
79,80414.42916333866,0.6331619408945687,253767.9628659019,0.5524129746835443,6972238.825878594
80,78987.26508835863,0.6371805111821086,251848.17879746837,0.5439082278481012,6807373.57827476
81,77699.56593200879,0.6414486821086262,247935.98580893988,0.5399525316455697,6643010.440894568
82,76603.9471096246,0.644743410543131,246900.3886471519,0.5370846518987342,6497847.520766773
83,75498.0505066893,0.6473642172523961,240826.08549248418,0.5463805379746836,6363239.963258786
84,73997.22588857828,0.6514327076677316,241087.63034018988,0.5349090189873418,6240619.230031949
85,73027.60306010384,0.6563248801916933,238703.29400712025,0.5413370253164557,6134518.586261981
86,71713.80009484824,0.6609424920127795,235369.71395371837,0.5365901898734177,6031345.22683706
87,70565.9432782548,0.6662090654952076,236546.60571598102,0.5323378164556962,5933552.699680511
88,69905.64307108626,0.6702026757188498,233782.53945806963,0.535996835443038,5849157.875399361
89,68694.00938498402,0.6765175718849841,233407.78659018988,0.5372824367088608,5770033.720447284
90,68076.8203873802,0.6782647763578274,232656.8570510285,0.5285799050632911,5701573.837060703
91,67057.84245207667,0.6818091054313099,232938.51621835443,0.5317444620253164,5641401.536741214
92,65953.67477036742,0.6874750399361023,230650.50356012658,0.5332278481012658,5586084.6357827475
93,65395.21427590855,0.688348642172524,229832.97404074366,0.5318433544303798,5535822.873801917
94,64831.9325391873,0.692666733226837,229979.00484572785,0.5152294303797469,5489913.793929713
95,63463.635096345846,0.698058107028754,231381.71509098102,0.5230419303797469,5452859.66773163
96,62804.08933206869,0.7019518769968051,229776.38380142406,0.5237341772151899,5421219.797124601
97,62160.92012155551,0.708092052715655,229306.13968552215,0.5219541139240507,5389246.396166135
98,61532.38938947683,0.7090904552715654,232943.3595727848,0.5247231012658228,5360808.389776357
99,61033.49314846246,0.7109624600638977,233075.0216574367,0.5122626582278481,5341663.325878594
