Epoch,Training Loss,Training Accuracy,Validation Loss,Validation Accuracy
0,248.84833899549784,0.2532947284345048,209.5497898632967,0.38014240506329117
1,211.20212537869097,0.4110423322683706,192.45298979553996,0.43799446202531644
2,195.792796881435,0.46667831469648563,175.6062193761898,0.5035601265822784
3,187.21332033297506,0.4956070287539936,168.77754942978484,0.5231408227848101
4,179.10849991088477,0.5246106230031949,158.80202271666707,0.5564675632911392
5,170.90722373499275,0.5479482827476039,159.24568304230894,0.5581487341772152
6,163.51316247275844,0.5759285143769968,153.11494037773036,0.578125
7,157.68937042041327,0.5936501597444089,155.54595356953294,0.5792128164556962
8,151.22859079769245,0.6109225239616614,152.53084315529352,0.5840585443037974
9,143.85460214340648,0.6334365015974441,147.01764010175873,0.6020569620253164
10,138.52283482658217,0.6477386182108626,150.73435008374952,0.5945411392405063
11,132.10683684912735,0.6639876198083067,148.00589508346366,0.6051226265822784
12,126.3978528153782,0.6799371006389776,147.1197152439552,0.6028481012658228
13,119.53218982928097,0.7010533146964856,154.170591571663,0.595431170886076
14,113.54313810793356,0.7152555910543131,157.19558344008047,0.5963212025316456
15,106.58110316949912,0.735423322683706,157.05723507796662,0.6037381329113924
16,99.58652401275147,0.7500499201277955,164.27575014814545,0.5949367088607594
17,72.86982906816867,0.8213109025559105,164.9935774501366,0.6169897151898734
18,65.06676536779435,0.8401557507987221,170.57186998294878,0.6142207278481012
19,60.39557416141985,0.8542332268370607,175.73240613333786,0.6189675632911392
20,56.53500267491935,0.8641423722044729,182.4832223819781,0.6152096518987342
21,52.68008983477998,0.8743510383386581,190.0644535354421,0.6091772151898734
22,49.039793776247066,0.8844598642172524,194.89225356186492,0.6104628164556962
23,46.00169629715502,0.8926467651757188,202.20991115328633,0.6073971518987342
24,41.40884208679199,0.9049021565495208,205.19382836547078,0.6024525316455697
25,40.398047797596114,0.9079722444089456,207.36009720910954,0.6041337025316456
26,39.71788335989078,0.9098941693290735,206.32571046563643,0.6096716772151899
27,39.430924522229276,0.910792731629393,204.55477970461303,0.6066060126582279
28,38.63068713166843,0.9123652156549521,206.64687567119356,0.6087816455696202
29,38.33887656275837,0.9141373801916933,210.65326111226142,0.6015625
30,38.287119237759626,0.9134384984025559,211.66429229929477,0.6018591772151899
31,37.33882435746848,0.9168580271565495,209.31663054454177,0.6057159810126582
32,37.647980236016906,0.9150858626198083,211.71485620812524,0.6073971518987342
33,37.72589981517853,0.9163089057507987,213.1696224454083,0.6029469936708861
34,37.135964286974826,0.9167332268370607,212.52184230466432,0.6044303797468354
35,37.23536430761075,0.9158346645367412,211.08097617233855,0.6015625
36,37.33930645659328,0.917756589456869,211.7341700203811,0.6013647151898734
37,37.311513979975786,0.916907947284345,212.72649208503432,0.6050237341772152
38,37.382628084371646,0.9165085862619808,212.37899925135358,0.6066060126582279
39,37.389090760447345,0.916907947284345,212.89085961595367,0.6055181962025317
40,37.31377114122287,0.9160093849840255,214.1864376792425,0.6011669303797469
41,37.488839713148415,0.9165085862619808,214.5988245855404,0.603243670886076
42,37.064427646966024,0.9170327476038339,211.07998922806752,0.602254746835443
43,36.90812696816441,0.9183306709265175,212.17824539957167,0.6071993670886076
44,37.28585658210535,0.9169828274760383,210.00024889692475,0.6038370253164557
45,37.121982166180594,0.9175069888178914,212.9929539402829,0.6040348101265823
