Epoch,Training Loss,Training Accuracy,Validation Loss,Validation Accuracy
33,49.853373341667,0.8880790734824281,218.0907468192185,0.5864319620253164
34,49.82639865448681,0.8894019568690096,219.04585534107835,0.587618670886076
35,49.46724072051124,0.8899261182108626,217.42484399336803,0.5819818037974683
36,49.25480267034171,0.8905251597444089,215.42443116103547,0.5882120253164557
37,48.60846083156598,0.892422124600639,216.34918542451496,0.5887064873417721
38,49.246462654381894,0.8907498003194888,218.12008985688414,0.5880142405063291
39,49.29071361797686,0.8907248402555911,219.35326527945602,0.5847507911392406
40,48.93061352690188,0.8908496405750799,218.77249331413944,0.5870253164556962
41,49.11864008309361,0.8913738019169329,218.61812924735153,0.5851463607594937
42,49.257746803113065,0.8900259584664537,218.64533021178426,0.5865308544303798
43,49.07833166396656,0.8914986022364217,218.02980290183538,0.5870253164556962
44,48.78083722050579,0.8911242012779552,218.4894750088076,0.585245253164557
45,49.448876383967296,0.8907498003194888,218.75922350340252,0.5834651898734177
46,48.90983828949852,0.8916234025559105,219.08962170081801,0.5880142405063291
47,49.223132697157205,0.8909245207667732,218.29490661621094,0.5847507911392406
48,49.34480706114358,0.8907248402555911,218.02261791953558,0.5838607594936709
49,49.2345673436174,0.8908995607028753,220.04860716228242,0.5836629746835443
50,49.54570599028858,0.8909245207667732,218.41769307776343,0.5841574367088608
51,49.08396953668076,0.8912989217252396,217.15632861173606,0.5892998417721519
52,49.2256607994104,0.891049321086262,217.90755346756947,0.5857397151898734
53,49.230179935979386,0.8903753993610224,217.92389596866656,0.5871242088607594
54,49.172287663712666,0.8902755591054313,216.7913247060172,0.595431170886076
55,49.226866079214666,0.8902755591054313,217.83231834218472,0.5830696202531646
56,49.09002772078347,0.8901008386581469,217.7669664696802,0.5837618670886076
57,49.40418541393341,0.8905251597444089,218.4832621707192,0.5873219936708861
58,49.0912240427523,0.8909494808306709,220.04037881199318,0.581190664556962
59,49.10449833915637,0.8914486821086262,218.1855356482011,0.5857397151898734
60,49.40298179163339,0.8905750798722045,217.23237986504276,0.5872231012658228
61,49.06733414159415,0.891049321086262,218.60310158548475,0.5848496835443038
62,49.27904749983035,0.8906998801916933,217.5019235248807,0.5875197784810127
63,49.052646813682095,0.891573482428115,218.1208668720873,0.5868275316455697
64,48.95947201031085,0.8913738019169329,216.1920624745043,0.5869264240506329
65,49.08535433272584,0.8905501198083067,217.92912594276137,0.5847507911392406
66,49.09544986810166,0.8918979632587859,218.2513642130019,0.5861352848101266
67,49.3415018940886,0.8901008386581469,218.07812043684947,0.587618670886076
68,48.692829272236686,0.8921974840255591,217.24131369288963,0.5886075949367089
69,49.12695344187581,0.8908246805111821,217.17559534990335,0.5901898734177216
70,48.936708060316384,0.8918979632587859,216.71857978724225,0.5898931962025317
71,49.40212229646433,0.889776357827476,217.26131989684285,0.5837618670886076
72,49.35037776227957,0.8910243610223643,218.4087555317939,0.5872231012658228
73,49.40540706768584,0.8906499600638977,219.01039321513116,0.5862341772151899
74,48.94248025790571,0.891997803514377,218.09114419961278,0.5865308544303798
75,48.846947666936025,0.8905251597444089,218.56569830978972,0.5831685126582279
76,49.11358502421516,0.8905501198083067,218.77466385273993,0.5837618670886076
77,48.81663497339803,0.8907498003194888,218.58108305629295,0.586629746835443
78,49.45538202109047,0.8908496405750799,219.15067221243172,0.5872231012658228
79,48.84707805523857,0.8906749201277955,218.23661367199088,0.5803006329113924
80,49.132781342576486,0.8914486821086262,218.71650792375397,0.5803006329113924
81,49.14998874725244,0.8905251597444089,219.05806683890427,0.5878164556962026
82,49.33883997274283,0.8909744408945687,219.83895762962632,0.5802017405063291
83,48.67961347293549,0.8926966853035144,215.75614888155008,0.5895965189873418
84,49.35003510983988,0.8903753993610224,218.69850945774513,0.588310917721519
85,49.29526204727709,0.8907997204472844,215.68958140023148,0.5892009493670886
86,49.218679525600834,0.8916483626198083,217.76140512394,0.5854430379746836
87,49.36256723129711,0.8898761980830671,215.95539348940306,0.5902887658227848
88,49.18630544522319,0.8903504392971247,216.9242399432991,0.5880142405063291
89,48.939435008234874,0.8920726837060703,220.0335137813906,0.5869264240506329
90,49.07037575328693,0.8913238817891374,218.9823409454732,0.5846518987341772
91,49.34929226153194,0.8909245207667732,216.92766769022882,0.591376582278481
92,49.3313535135775,0.8912240415335463,217.45778165889692,0.5853441455696202
93,49.010163779456775,0.8909994009584664,219.09499127351785,0.5845530063291139
94,49.30522195980572,0.8910742811501597,215.12310769286336,0.5887064873417721
95,48.91790991469313,0.8914486821086262,217.48439397691172,0.5827729430379747
96,49.2890184969186,0.8911242012779552,217.69866663292993,0.5881131329113924
97,49.08350744643531,0.8907997204472844,215.91840519482577,0.5900909810126582
98,49.05965032364233,0.8899510782747604,217.70085399965697,0.584256329113924
99,48.69065491307658,0.8922224440894568,217.5014129348948,0.5837618670886076
