Epoch,Training Loss,Training Accuracy,Validation Loss,Validation Accuracy
0,259.23694900658944,0.23467452076677317,219.4375378089615,0.3592761075949367
1,227.90003628471788,0.37352735623003197,193.60211838348002,0.44066455696202533
2,213.87443864231292,0.42828973642172524,182.46336352674268,0.4900118670886076
3,204.3161897263207,0.4664037539936102,176.6697767233547,0.5097903481012658
4,197.17325248352637,0.4904652555910543,173.68419108813322,0.5298655063291139
5,189.60541683111708,0.5139027555910544,159.88433521608763,0.5664556962025317
6,183.81113623963378,0.5347194488817891,159.9839638094359,0.568631329113924
7,177.67731731768234,0.5525908546325878,156.75101647195936,0.5789161392405063
8,173.12407033512005,0.5667931309904153,155.2529646957977,0.585245253164557
9,166.80760958248052,0.5897064696485623,157.84546320951438,0.5885087025316456
10,160.8799591795705,0.6055810702875399,154.1227355425871,0.5924643987341772
11,154.78505467911498,0.6238518370607029,155.2624201231365,0.5932555379746836
12,149.13262771265195,0.6382038738019169,154.41749097123932,0.5935522151898734
13,142.5190799213446,0.6533546325878594,155.7330956277968,0.5935522151898734
14,136.05952604738667,0.6685553115015974,160.31903214997882,0.5892009493670886
15,128.2247313721873,0.6895716853035144,164.52901651889462,0.5904865506329114
16,122.03935690200368,0.7049720447284346,166.92777143550825,0.5829707278481012
17,115.16570051638082,0.7231429712460063,177.22397075121916,0.5825751582278481
18,87.827139260289,0.7918330670926518,172.70957926255238,0.5985957278481012
19,78.95069748753556,0.8149211261980831,181.04343151140816,0.5960245253164557
20,73.61734866181882,0.8293480431309904,186.40574274183828,0.5942444620253164
21,69.39658601291644,0.8390824680511182,191.74916194964058,0.5947389240506329
22,65.65977673027842,0.8494159345047924,193.86582613594925,0.5952333860759493
23,61.84835142677965,0.8577276357827476,203.70008034042166,0.5856408227848101
24,58.66298294067383,0.865714856230032,208.84307030786442,0.5909810126582279
25,53.11112143665838,0.8794928115015974,210.73627259459676,0.5899920886075949
26,52.1856632049853,0.8830621006389776,212.9820084873634,0.5872231012658228
27,51.73311345645795,0.8834864217252396,217.0878171317185,0.5839596518987342
28,51.07735775834836,0.8861571485623003,215.9919422729106,0.5875197784810127
29,50.8004756049988,0.8862070686900958,215.73278318477583,0.5891020569620253
30,50.59827836253011,0.8875049920127795,216.3528671988958,0.5888053797468354
31,50.08173236298485,0.8882787539936102,216.4297817568236,0.5869264240506329
32,49.08847454180733,0.8904502795527156,218.24586346783215,0.5877175632911392
