Epoch,Training Loss,Training Accuracy,Validation Loss,Validation Accuracy,Train KL Div
0,7598046.979331488,0.13219442246835442,40702267.30390625,0.2013327205882353,413047202.43037975
1,5180714.00534019,0.21921973892405064,33619101.646875,0.25190716911764705,344391488.4050633
2,4298327.951344937,0.26013647151898733,28603601.809765626,0.27719439338235297,291488583.29113925
3,3671958.873318829,0.28033524525316456,24852844.262890626,0.30159696691176474,252354845.7721519
4,3202742.656052215,0.30236352848101267,21914968.918359376,0.28322610294117645,221943538.43037975
5,2834551.446993671,0.3113132911392405,19530845.95234375,0.32438534007352937,197443374.37974682
6,2536609.9806170887,0.32221617879746833,17556926.99375,0.31246553308823527,177183569.21518987
7,2288270.146954114,0.327704707278481,15884290.289453125,0.34162454044117646,160093461.46835443
8,2076728.1365704115,0.3491396360759494,14448993.614453126,0.3729090073529412,145467810.2278481
9,1894401.0879153481,0.370673457278481,13207334.90859375,0.35814568014705883,132817413.3670886
10,1737982.7037183545,0.37603837025316456,12120064.3109375,0.37976217830882353,121767860.55696203
11,1599423.3221914556,0.3948279272151899,11171559.15546875,0.3517635569852941,112044501.16455697
12,1478889.0021756329,0.3998467167721519,10315154.8265625,0.40607192095588235,103426633.82278481
13,1370375.9940664556,0.41670787183544306,9556639.446484376,0.41237936580882356,95729379.74683544
14,1275111.9573773735,0.4117879746835443,8877678.638671875,0.41164407169117645,88841012.96202531
15,1187887.5120648735,0.4258801424050633,8263589.989453125,0.41443589154411764,82622830.88607594
16,1110377.383801424,0.4318136867088608,7707894.940234375,0.43385799632352945,77007999.0886076
17,1039590.4580696203,0.43280261075949367,7202696.08671875,0.4398609834558823,71899691.5443038
18,975803.2490110759,0.43421182753164556,6746494.683203125,0.4293887867647059,67252112.8607595
19,917187.8193235759,0.4417523734177215,6322876.564453125,0.4515797334558823,63002102.531645566
20,862588.5204707278,0.4579212816455696,5934281.94296875,0.4646771599264706,59095428.05063291
21,814062.9881329114,0.45774821993670883,5585014.163671875,0.43455307904411766,55510163.18987342
22,768592.4382911392,0.46469541139240506,5254225.287890625,0.46457950367647055,52210710.93670886
23,728061.1143196203,0.45925632911392406,4952396.719921875,0.4663488051470588,49164694.88607595
24,688299.1859177215,0.47245846518987344,4673970.74609375,0.44755859375,46333784.70886076
25,652971.2837223101,0.4733237737341772,4413053.350390625,0.47595932904411764,43715198.531645566
26,619603.1768196203,0.47584553006329117,4173462.353125,0.4564568014705882,41280707.44303797
27,588190.8223397942,0.4837321993670886,3945755.593359375,0.4745576746323529,39010785.67088608
28,560049.4301325158,0.48291633702531644,3737110.060546875,0.47900390625,36894283.5443038
29,534002.449465981,0.48452333860759494,3546842.59453125,0.45290096507352945,34925467.74683544
30,508588.26102650317,0.48682258702531644,3358700.76015625,0.48378331801470587,33083582.911392406
31,483711.79385878163,0.504746835443038,3184324.856640625,0.4934110753676471,31347291.139240507
32,462763.0392602848,0.49572290348101267,3025382.651171875,0.4861328125,29721677.29113924
33,442758.87321993674,0.4959206882911392,2872363.990625,0.5014418658088236,28206097.7721519
34,421765.7767998418,0.5090239319620253,2731315.000390625,0.4942325367647059,26773829.215189874
35,403680.6553105221,0.5134493670886076,2597666.623046875,0.5044749540441177,25425572.17721519
36,385661.58484968357,0.5203223892405063,2470561.1296875,0.5014016544117647,24154096.10126582
37,370211.078866693,0.5139932753164557,2353560.65703125,0.4944163602941177,22956568.278481014
38,356002.7597409019,0.5081091772151899,2244793.512109375,0.4772058823529412,21834265.544303797
39,341888.09142602846,0.5057604825949367,2134873.845703125,0.5076631433823529,20771927.7721519
40,326429.3152689873,0.5287035205696202,2032625.6740234375,0.5235236672794118,19764087.721518986
41,314216.2353144779,0.5206190664556962,1939389.9416015625,0.5142980238970588,18809500.607594937
42,301475.15803006326,0.5291732594936709,1850574.730859375,0.5048368566176471,17907539.46835443
43,290732.7367484177,0.5273684731012658,1765149.01328125,0.5207950367647058,17057603.215189874
44,278659.8848397943,0.537529667721519,1683795.655859375,0.5211511948529413,16247338.291139241
45,267929.85630933545,0.5406942246835443,1606160.156640625,0.5303538602941177,15477654.101265823
46,257654.22527689874,0.5454163370253164,1534483.720703125,0.5241498161764706,14748152.405063292
47,248330.80790150317,0.5464299841772152,1470431.3845703125,0.5056238511029412,14057875.51898734
48,240327.51508109178,0.5395569620253164,1400519.6453125,0.5361902573529412,13406026.924050633
49,231142.86936313292,0.5491989715189873,1341125.5359375,0.51611328125,12782607.025316456
50,223506.04613330695,0.5454410601265823,1279434.145703125,0.5359604779411764,12191052.493670886
51,215983.02249802215,0.5513746044303798,1228206.6705078124,0.5122529871323529,11628028.11392405
52,207861.5250197785,0.557753164556962,1168816.6697265625,0.5414407169117647,11091638.734177215
53,201015.5840585443,0.5568878560126582,1119747.6392578124,0.5420496323529412,10584331.227848101
54,194596.36333069621,0.5575553797468354,1071397.423046875,0.5381950827205882,10102794.734177215
55,187604.98739121837,0.5642058939873418,1024870.9361328125,0.5460650275735295,9639406.898734177
56,182018.84360166139,0.5642553401898734,981015.621484375,0.5534122242647059,9201034.291139241
57,175792.82515822785,0.5713508702531646,940420.077734375,0.5440716911764706,8782598.658227848
58,170364.0332278481,0.5715981012658228,900337.006640625,0.5454388786764706,8384524.113924051
59,164496.06190664557,0.5774574762658228,862788.51953125,0.54482421875,8002971.24050633
60,160430.02304193037,0.5739220727848101,826810.9173828125,0.5439797794117647,7643663.588607595
