Epoch,Training Loss,Training Accuracy,Validation Loss,Validation Accuracy
47,90.28688196785534,0.7898362619808307,231.81805434408068,0.5102848101265823
48,90.69407258323206,0.7873652156549521,232.77225277091884,0.5130537974683544
49,90.9290869959627,0.7882887380191693,231.08314422414273,0.5182950949367089
50,90.23207518239371,0.7906100239616614,229.56509329397468,0.5140427215189873
51,90.83956662991557,0.78716553514377,232.55213377747356,0.5080102848101266
52,91.03443327346169,0.7869908146964856,231.26562830768054,0.5150316455696202
53,91.1710528900829,0.7868660143769968,229.64979060692124,0.5155261075949367
54,90.70597078853523,0.790010982428115,230.99790206136583,0.5158227848101266
55,91.32189174810537,0.7867162539936102,230.93600000309038,0.5116693037974683
56,90.5218859785281,0.7884384984025559,231.9571618913095,0.5151305379746836
57,91.19962900667525,0.7850938498402555,231.6909453717968,0.5121637658227848
58,90.39491883786722,0.7887130591054313,231.03157458727873,0.5122626582278481
59,90.73109869911266,0.7867661741214057,231.10554108438612,0.5130537974683544
60,90.3747032458028,0.7889626597444089,232.01865541482275,0.5090981012658228
61,90.37579457828411,0.7874400958466453,229.89292323438428,0.5165150316455697
62,90.45489987016867,0.7876148162939297,230.1942368519457,0.5161194620253164
63,90.66362201824737,0.7883636182108626,232.96546173095703,0.5129549050632911
64,90.20443687804591,0.7901857028753994,232.20896563952482,0.5121637658227848
65,90.99302647746028,0.7852436102236422,232.82639839075787,0.5153283227848101
66,90.84718878505329,0.7879392971246006,231.14997033227849,0.5147349683544303
67,90.13010694119878,0.7894618610223643,230.21499807623368,0.521064082278481
68,91.2375674628602,0.7860672923322684,231.6092190802852,0.516317246835443
69,90.6298826540621,0.7881639376996805,230.7912415613102,0.5158227848101266
70,90.17507921164028,0.7892871405750799,232.54461525059955,0.5099881329113924
71,90.89324934109331,0.7892621805111821,232.28025255323965,0.5138449367088608
72,90.48899624370539,0.7884634584664537,231.22287219083762,0.5144382911392406
73,90.51867705031324,0.7879143370607029,232.66278566288042,0.5146360759493671
74,90.89974076146135,0.788213857827476,233.42394778094715,0.5129549050632911
75,90.83317721918368,0.7880890575079872,231.22374174866496,0.5118670886075949
76,90.31180975917049,0.7882887380191693,232.50324843201457,0.5111748417721519
77,91.30294967992619,0.7859674520766773,229.5341768385489,0.5190862341772152
78,90.17289282948065,0.7895367412140575,231.4946290028246,0.5111748417721519
79,90.66097794554103,0.7892621805111821,231.71253380594374,0.5158227848101266
80,90.96068619310665,0.7882388178913738,231.36179602900637,0.5177017405063291
81,91.06276878381308,0.7873901757188498,231.39814046063,0.5162183544303798
82,90.67356204681884,0.7889127396166135,231.26337630839288,0.5145371835443038
83,91.28265115171195,0.787689696485623,232.79128658922411,0.5112737341772152
84,90.71654737186127,0.788638178913738,231.89094862153257,0.5113726265822784
85,90.2789923817205,0.7888378594249201,230.6746151598194,0.5166139240506329
86,90.82584142227904,0.7887629792332268,228.18187947816486,0.5204707278481012
87,90.75532709676237,0.787589856230032,231.1009379519692,0.5119659810126582
88,90.73864115998387,0.7877146565495208,232.5866186890421,0.5135482594936709
89,91.04843596680857,0.7877396166134185,231.61187623422356,0.5144382911392406
90,90.1988033989367,0.7891623402555911,231.44813887680633,0.5129549050632911
91,90.48574590225951,0.7897613817891374,231.22870631157596,0.513943829113924
92,90.66425474611715,0.7872404153354633,230.79996905749357,0.5136471518987342
93,90.3473077353578,0.7886880990415336,231.76195033592515,0.5153283227848101
94,90.84995022368507,0.7872404153354633,235.77273511283005,0.5136471518987342
95,91.6532771442645,0.7869408945686901,231.71868944771683,0.5152294303797469
96,90.86289631901458,0.7875399361022364,232.29814116562468,0.5185917721518988
97,90.20163364836964,0.789486821086262,233.30633296242243,0.5153283227848101
98,90.9197870321548,0.7873901757188498,231.91263268869133,0.5148338607594937
99,90.71338423220114,0.7883136980830671,229.68099924884265,0.517998417721519
