Epoch,Training Loss,Training Accuracy,Validation Loss,Validation Accuracy,Train KL Div
0,1957360.1984824282,0.1686551517571885,11839313.33188291,0.2541534810126582,464145644.2683706
1,1575260.3633436502,0.26689796325878595,10841773.377571203,0.35413370253164556,425890470.8498403
2,1446429.4154852238,0.3113268769968051,9913787.371439874,0.36985759493670883,389253631.3865815
3,1327598.743834864,0.33960662939297126,9099729.453421677,0.38320806962025317,357054207.28434503
4,1223722.7596595448,0.358850838658147,8389272.55874209,0.4165348101265823,328942103.514377
5,1133670.9225988418,0.3702326277955272,7764301.041633703,0.418809335443038,304202015.89776355
6,1054162.454298123,0.3835862619808307,7209502.812994462,0.43037974683544306,282202705.78913736
7,983631.3965654952,0.395267571884984,6707929.460146361,0.45599287974683544,262440646.49201277
8,920287.5054912141,0.39971046325878595,6254687.080498418,0.4642009493670886,244540909.5974441
9,862446.5710613019,0.41164137380191695,5842757.395767405,0.4798259493670886,228218360.79233226
10,809624.9529502796,0.42487020766773165,5462577.737143988,0.4822982594936709,213241888.61341852
11,761429.322658746,0.42946285942492013,5116679.151898734,0.45955300632911394,199437240.89456868
12,716703.3799171326,0.43542831469648563,4792903.507070807,0.48605617088607594,186685792.0
13,675451.7292082668,0.44246705271565495,4491135.9211827535,0.49802215189873417,174848736.61341852
14,637592.1468150958,0.4483825878594249,4216043.026404272,0.5015822784810127,163887181.90415335
15,601816.8286741214,0.45314996006389774,3955478.3540348103,0.505439082278481,153683018.8370607
16,568846.9512280351,0.4603883785942492,3715761.5701641613,0.5160205696202531,144191029.7252396
17,537915.928539337,0.46500599041533547,3491950.545144383,0.5274920886075949,135368111.84664536
18,509942.9879692492,0.46837559904153353,3285198.514388845,0.525810917721519,127175431.5399361
19,482863.92299820285,0.47638777955271566,3092485.709009098,0.5240308544303798,119544439.89776358
20,458063.8712060703,0.4783346645367412,2914912.516861155,0.5349090189873418,112453154.81150159
21,434911.7894868211,0.4879942092651757,2746418.9922369462,0.5298655063291139,105868206.08306709
22,413824.06513328676,0.48996605431309903,2591127.4340387657,0.5427215189873418,99748601.8658147
23,393589.7933181909,0.4965055910543131,2448332.258059731,0.5349090189873418,94052686.33865815
24,374802.5294528754,0.5060902555910544,2311764.00103837,0.5617088607594937,88749606.56869009
25,357484.42787789536,0.5071136182108626,2189428.3675830695,0.5316455696202531,83822606.26198083
26,340981.5423946685,0.5166982827476039,2072125.7486649526,0.5456882911392406,79226232.71565495
27,325833.2277730631,0.5188698083067093,1964959.491445807,0.5372824367088608,74947109.6485623
28,311858.80664686504,0.5205421325878594,1864161.7730419303,0.5411392405063291,70967591.43769968
29,298500.6219049521,0.5287789536741214,1768618.7288864716,0.5708069620253164,67246550.18530351
30,285870.96717751597,0.5355930511182109,1678856.4465486552,0.5717958860759493,63765495.20766773
31,274084.56802865415,0.5403604233226837,1595648.8871637657,0.5760482594936709,60491886.58146965
32,263170.8786940895,0.5473492412140575,1517110.5155261075,0.5867286392405063,57432976.63897764
33,252860.27422374202,0.5508186900958466,1445112.7721024526,0.578125,54548458.3258786
34,243129.55893071086,0.553314696485623,1379959.4495154272,0.5554786392405063,51838385.904153354
35,234204.333978135,0.5550619009584664,1311215.0601265824,0.5847507911392406,49280323.11821086
36,225105.4782847444,0.5649460862619808,1249931.7093552216,0.5824762658227848,46855620.39616613
37,217199.23115515176,0.5648712060702875,1192037.880092959,0.5931566455696202,44585896.56230032
38,209254.9732053714,0.5710363418530351,1139992.8278283228,0.5711036392405063,42425798.31309904
